task_id,solve_rate,n_systems,disagreement,entropy_bits
django__django-13837,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
django__django-13925,0.37777777777777777,45,0.9402469135802469,0.9564574047992594
django__django-13933,0.7777777777777778,45,0.691358024691358,0.7642045065086203
django__django-13964,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
django__django-14007,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
django__django-14011,0.0,45,0.0,0.0
django__django-14017,0.6666666666666666,45,0.888888888888889,0.9182958340544896
django__django-14034,0.0,45,0.0,0.0
django__django-14053,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
django__django-14089,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
django__django-14122,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
django__django-14140,0.2222222222222222,45,0.691358024691358,0.7642045065086203
django__django-14155,0.0,45,0.0,0.0
django__django-14170,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
django__django-14238,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
django__django-14311,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
django__django-14315,0.06666666666666667,45,0.24888888888888888,0.35335933502142136
django__django-14349,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
django__django-14351,0.4888888888888889,45,0.999506172839506,0.9996437496778561
django__django-14373,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
django__django-14376,0.26666666666666666,45,0.7822222222222223,0.8366407419411672
django__django-14404,0.28888888888888886,45,0.8217283950617283,0.8672816222000259
django__django-14434,0.6666666666666666,45,0.888888888888889,0.9182958340544896
django__django-14493,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
django__django-14500,0.7777777777777778,45,0.691358024691358,0.7642045065086203
django__django-14534,0.13333333333333333,45,0.46222222222222226,0.5665095065529053
django__django-14539,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
django__django-14559,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
django__django-14580,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
django__django-14608,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
django__django-14631,0.5111111111111111,45,0.9995061728395062,0.9996437496778561
django__django-14672,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
django__django-14725,0.17777777777777778,45,0.5846913580246914,0.6751914401458716
django__django-14752,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
django__django-14765,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
django__django-14771,0.4888888888888889,45,0.999506172839506,0.9996437496778561
django__django-14787,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
django__django-14792,0.0,45,0.0,0.0
django__django-14855,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
django__django-14915,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
django__django-14999,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
django__django-15022,0.4888888888888889,45,0.999506172839506,0.9996437496778561
django__django-15037,0.6,45,0.96,0.9709505944546686
django__django-15098,0.044444444444444446,45,0.16987654320987655,0.2623112196143366
django__django-15103,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
django__django-15104,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
django__django-15127,0.26666666666666666,45,0.7822222222222223,0.8366407419411672
django__django-15128,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
django__django-15161,0.6,45,0.96,0.9709505944546686
django__django-15252,0.0,45,0.0,0.0
django__django-15268,0.5777777777777777,45,0.9758024691358025,0.982474086838641
django__django-15277,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
django__django-15278,0.7777777777777778,45,0.691358024691358,0.7642045065086203
django__django-15280,0.13333333333333333,45,0.46222222222222226,0.5665095065529053
django__django-15315,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
django__django-15368,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
django__django-15375,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
django__django-15380,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
django__django-15382,0.6666666666666666,45,0.888888888888889,0.9182958340544896
django__django-15467,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
django__django-15499,0.8,45,0.6399999999999999,0.7219280948873623
django__django-15503,0.3111111111111111,45,0.8572839506172839,0.8944518845341283
django__django-15525,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
django__django-15554,0.26666666666666666,45,0.7822222222222223,0.8366407419411672
django__django-15561,0.7777777777777778,45,0.691358024691358,0.7642045065086203
django__django-15563,0.08888888888888889,45,0.32395061728395064,0.43275015878875406
django__django-15569,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
django__django-15572,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
django__django-15629,0.0,45,0.0,0.0
django__django-15695,0.13333333333333333,45,0.46222222222222226,0.5665095065529053
django__django-15731,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
django__django-15732,0.08888888888888889,45,0.32395061728395064,0.43275015878875406
django__django-15741,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
django__django-15814,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
django__django-15851,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
django__django-15863,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
django__django-15916,0.35555555555555557,45,0.9165432098765431,0.9389320105807949
django__django-15930,0.6,45,0.96,0.9709505944546686
django__django-15957,0.06666666666666667,45,0.24888888888888888,0.35335933502142136
django__django-15973,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
django__django-15987,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
django__django-16032,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
django__django-16082,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
django__django-16100,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
django__django-16116,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
django__django-16136,0.7777777777777778,45,0.691358024691358,0.7642045065086203
django__django-16139,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
django__django-16145,0.8,45,0.6399999999999999,0.7219280948873623
django__django-16255,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
django__django-16256,0.044444444444444446,45,0.16987654320987655,0.2623112196143366
django__django-16263,0.0,45,0.0,0.0
django__django-16315,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
django__django-16333,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
django__django-16429,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
django__django-16454,0.24444444444444444,45,0.7387654320987654,0.8023534428291901
django__django-16485,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
django__django-16493,0.7777777777777778,45,0.691358024691358,0.7642045065086203
django__django-16502,0.0,45,0.0,0.0
django__django-16527,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
django__django-16560,0.3333333333333333,45,0.888888888888889,0.9182958340544896
django__django-16569,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
django__django-16595,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
django__django-16612,0.8,45,0.6399999999999999,0.7219280948873623
django__django-16631,0.0,45,0.0,0.0
django__django-16642,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
django__django-16661,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
django__django-16662,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
django__django-16667,0.0,45,0.0,0.0
django__django-16801,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
django__django-16819,0.7777777777777778,45,0.691358024691358,0.7642045065086203
django__django-16877,0.4444444444444444,45,0.9876543209876543,0.9910760598382222
django__django-16899,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
django__django-16901,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
django__django-16938,0.26666666666666666,45,0.7822222222222223,0.8366407419411672
django__django-16950,0.15555555555555556,45,0.5254320987654321,0.6235702082127974
django__django-17029,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
django__django-17084,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
django__django-17087,0.6666666666666666,45,0.888888888888889,0.9182958340544896
django__django-7530,0.7777777777777778,45,0.691358024691358,0.7642045065086203
django__django-9296,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
matplotlib__matplotlib-13989,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
matplotlib__matplotlib-14623,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
matplotlib__matplotlib-20488,0.3333333333333333,45,0.888888888888889,0.9182958340544896
matplotlib__matplotlib-20676,0.13333333333333333,45,0.46222222222222226,0.5665095065529053
matplotlib__matplotlib-20826,0.4666666666666667,45,0.9955555555555555,0.9967916319816366
matplotlib__matplotlib-20859,0.6,45,0.96,0.9709505944546686
matplotlib__matplotlib-21568,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
matplotlib__matplotlib-22719,0.8,45,0.6399999999999999,0.7219280948873623
matplotlib__matplotlib-22865,0.4444444444444444,45,0.9876543209876543,0.9910760598382222
matplotlib__matplotlib-22871,0.4444444444444444,45,0.9876543209876543,0.9910760598382222
matplotlib__matplotlib-23299,0.0,45,0.0,0.0
matplotlib__matplotlib-23314,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
matplotlib__matplotlib-23412,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
matplotlib__matplotlib-23476,0.0,45,0.0,0.0
matplotlib__matplotlib-24026,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
matplotlib__matplotlib-24149,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
matplotlib__matplotlib-24177,0.15555555555555556,45,0.5254320987654321,0.6235702082127974
matplotlib__matplotlib-24570,0.6666666666666666,45,0.888888888888889,0.9182958340544896
matplotlib__matplotlib-24627,0.6,45,0.96,0.9709505944546686
matplotlib__matplotlib-24637,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
matplotlib__matplotlib-24870,0.044444444444444446,45,0.16987654320987655,0.2623112196143366
matplotlib__matplotlib-24970,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
matplotlib__matplotlib-25122,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
matplotlib__matplotlib-25287,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
matplotlib__matplotlib-25311,0.5777777777777777,45,0.9758024691358025,0.982474086838641
matplotlib__matplotlib-25332,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
matplotlib__matplotlib-25479,0.0,45,0.0,0.0
matplotlib__matplotlib-25775,0.4666666666666667,45,0.9955555555555555,0.9967916319816366
matplotlib__matplotlib-25960,0.08888888888888889,45,0.32395061728395064,0.43275015878875406
matplotlib__matplotlib-26113,0.8,45,0.6399999999999999,0.7219280948873623
matplotlib__matplotlib-26208,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
matplotlib__matplotlib-26291,0.6666666666666666,45,0.888888888888889,0.9182958340544896
matplotlib__matplotlib-26342,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
matplotlib__matplotlib-26466,0.0,45,0.0,0.0
mwaskom__seaborn-3069,0.4444444444444444,45,0.9876543209876543,0.9910760598382222
mwaskom__seaborn-3187,0.08888888888888889,45,0.32395061728395064,0.43275015878875406
pallets__flask-5014,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
psf__requests-1142,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
psf__requests-1724,0.5777777777777777,45,0.9758024691358025,0.982474086838641
psf__requests-1766,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
psf__requests-1921,0.4444444444444444,45,0.9876543209876543,0.9910760598382222
psf__requests-2317,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
psf__requests-2931,0.3333333333333333,45,0.888888888888889,0.9182958340544896
psf__requests-5414,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
psf__requests-6028,0.1111111111111111,45,0.3950617283950617,0.5032583347756457
pydata__xarray-2905,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
pydata__xarray-3095,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
pydata__xarray-3151,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
pydata__xarray-3305,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
pydata__xarray-3677,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
pydata__xarray-3993,0.4444444444444444,45,0.9876543209876543,0.9910760598382222
pydata__xarray-4075,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
pydata__xarray-4094,0.5777777777777777,45,0.9758024691358025,0.982474086838641
pydata__xarray-4356,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
pydata__xarray-4629,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
pydata__xarray-4687,0.28888888888888886,45,0.8217283950617283,0.8672816222000259
pydata__xarray-4695,0.4666666666666667,45,0.9955555555555555,0.9967916319816366
pydata__xarray-4966,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
pydata__xarray-6461,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
pydata__xarray-6599,0.2222222222222222,45,0.691358024691358,0.7642045065086203
pydata__xarray-6721,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
pydata__xarray-6744,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
pydata__xarray-6938,0.15555555555555556,45,0.5254320987654321,0.6235702082127974
pydata__xarray-6992,0.0,45,0.0,0.0
pydata__xarray-7229,0.0,45,0.0,0.0
pydata__xarray-7233,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
pydata__xarray-7393,0.5777777777777777,45,0.9758024691358025,0.982474086838641
pylint-dev__pylint-4551,0.0,45,0.0,0.0
pylint-dev__pylint-4604,0.0,45,0.0,0.0
pylint-dev__pylint-4661,0.0,45,0.0,0.0
pylint-dev__pylint-4970,0.1111111111111111,45,0.3950617283950617,0.5032583347756457
pylint-dev__pylint-6386,0.37777777777777777,45,0.9402469135802469,0.9564574047992594
pylint-dev__pylint-6528,0.4888888888888889,45,0.999506172839506,0.9996437496778561
pylint-dev__pylint-6903,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
pylint-dev__pylint-7080,0.1111111111111111,45,0.3950617283950617,0.5032583347756457
pylint-dev__pylint-7277,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
pylint-dev__pylint-8898,0.1111111111111111,45,0.3950617283950617,0.5032583347756457
pytest-dev__pytest-10051,0.4,45,0.96,0.9709505944546686
pytest-dev__pytest-10081,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
pytest-dev__pytest-10356,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
pytest-dev__pytest-5262,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
pytest-dev__pytest-5631,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
pytest-dev__pytest-5787,0.4666666666666667,45,0.9955555555555555,0.9967916319816366
pytest-dev__pytest-5809,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
pytest-dev__pytest-5840,0.044444444444444446,45,0.16987654320987655,0.2623112196143366
pytest-dev__pytest-6197,0.35555555555555557,45,0.9165432098765431,0.9389320105807949
pytest-dev__pytest-6202,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
pytest-dev__pytest-7205,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
pytest-dev__pytest-7236,0.6666666666666666,45,0.888888888888889,0.9182958340544896
pytest-dev__pytest-7324,0.4888888888888889,45,0.999506172839506,0.9996437496778561
pytest-dev__pytest-7432,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
pytest-dev__pytest-7490,0.5111111111111111,45,0.9995061728395062,0.9996437496778561
pytest-dev__pytest-7521,0.6666666666666666,45,0.888888888888889,0.9182958340544896
pytest-dev__pytest-7571,0.8,45,0.6399999999999999,0.7219280948873623
pytest-dev__pytest-7982,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
pytest-dev__pytest-8399,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
scikit-learn__scikit-learn-10297,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
scikit-learn__scikit-learn-10844,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
scikit-learn__scikit-learn-10908,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
scikit-learn__scikit-learn-11310,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
scikit-learn__scikit-learn-11578,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
scikit-learn__scikit-learn-12585,0.9333333333333333,45,0.24888888888888883,0.3533593350214213
scikit-learn__scikit-learn-12682,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
scikit-learn__scikit-learn-12973,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
scikit-learn__scikit-learn-13124,0.4222222222222222,45,0.9758024691358024,0.9824740868386409
scikit-learn__scikit-learn-13135,0.7777777777777778,45,0.691358024691358,0.7642045065086203
scikit-learn__scikit-learn-13142,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
scikit-learn__scikit-learn-13328,0.8,45,0.6399999999999999,0.7219280948873623
scikit-learn__scikit-learn-13439,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
scikit-learn__scikit-learn-13496,0.8,45,0.6399999999999999,0.7219280948873623
scikit-learn__scikit-learn-13779,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
scikit-learn__scikit-learn-14053,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
scikit-learn__scikit-learn-14087,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
scikit-learn__scikit-learn-14141,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
scikit-learn__scikit-learn-14496,0.9333333333333333,45,0.24888888888888883,0.3533593350214213
scikit-learn__scikit-learn-14629,0.15555555555555556,45,0.5254320987654321,0.6235702082127974
scikit-learn__scikit-learn-14710,0.8222222222222222,45,0.5846913580246914,0.6751914401458716
scikit-learn__scikit-learn-14894,0.8888888888888888,45,0.3950617283950619,0.5032583347756459
scikit-learn__scikit-learn-14983,0.5111111111111111,45,0.9995061728395062,0.9996437496778561
scikit-learn__scikit-learn-15100,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
scikit-learn__scikit-learn-25102,0.3111111111111111,45,0.8572839506172839,0.8944518845341283
scikit-learn__scikit-learn-25232,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
scikit-learn__scikit-learn-25747,0.044444444444444446,45,0.16987654320987655,0.2623112196143366
scikit-learn__scikit-learn-25931,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
scikit-learn__scikit-learn-25973,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
